No,Template Name,Category,Keywords,Layout Spec,Typography,Color Palette,Best For,ReportLab Notes,Source Image
118,Midnight Hook Slide,Presentation,"carousel hook, dark mode, minimalist quote, lime accent, founder content",Portrait ~4:5 full-bleed black page; two-line mixed-weight headline sits left-aligned at roughly 40% down; below it a filled accent dot anchors a thin horizontal rule running to the right bleed edge; sparse scattered dot texture across the field for depth.,"Geometric sans headline (Poppins/Century Gothic Bold + Regular mixed in one line) ~44-54pt, tight leading, no body copy.","#0A0A0A background, #FFFFFF headline text, #C6F135 lime accent dot/highlight","Instagram/LinkedIn carousel opening slide, quote-card lead magnet, hook page for a slide-deck PDF.",canvas.setFillColor black + rect full-bleed; drawString twice with Helvetica and Helvetica-Bold fonts on the same baseline for mixed weight; canvas.circle filled lime for the dot then canvas.line to bleed edge for the rule; scatter small white dots via a loop of canvas.circle(radius=0.5) at random coords for the star texture.,16f18970605bd1924b68053387fd4383.jpg
119,Minimal Olive Corporate Deck,Presentation,"business slides, minimal, olive green, bar chart, team headshots, architecture photography","Clean white-background slides with a left-aligned bold headline and thin body column; right side alternates photo, olive stat bars, or numbered vertical stripe columns, with a consistent thin rule under each headline.","Bold sans headline 28-34pt black, medium 'Our X' label, light gray body 9pt, small numeric bar labels.","#3E5C3E olive/forest green (accent/bars), #1A1A1A black (headline text), #FFFFFF white (background), #F5F5F5 light gray (panel)","consulting/company overview decks, service pages, team intro slides",Landscape Platypus layout with left text Frame (40%) and right image/chart Frame (60%); reportlab.graphics.charts.barcharts.VerticalBarChart with olive fillColor; HRFlowable thin black rule below each headline; circular headshots via canvas clip Path; Helvetica Neue Bold/Regular pairing.,dce901df9cba275c28c3a8b77300c636.jpg
120,Navy Architecture Business Deck,Presentation,"business presentation, corporate deck, SWOT, pricing table, architecture photography","16:9 slides on a warm-gray backdrop; cover uses a diagonal-split navy/cream frame with a full-bleed architecture photo, interior slides use navy color-block sidebars/footers paired with cream content areas, icon rows, donut/bar charts, and 3-tier pricing cards.","Bold Helvetica Neue Bold headlines ~28-32pt in navy, cream/white labels reversed out of navy blocks, small 9pt sans body text.","#1B2A4A navy, #EDE6D6 cream, #FFFFFF white, #C9BFA8 taupe accent","corporate business presentations, agency/consulting decks, quarterly reviews",Landscape BaseDocTemplate with a reusable navy-sidebar PageTemplate (Frame offset from a solid navy canvas.rect band); pricing cards as a 3-column Table with rounded-box TableStyle and navy header row; charts via reportlab.graphics.charts recolored navy/cream/taupe.,ce9b764ca70a974be49ea0983f3d336e.jpg
121,Netflix-Style Dark Pitch Deck,Presentation,"streaming UI parody, dark pitch deck, playful branded presentation, case study deck","16:9 slide grid parodying a streaming app UI — title slide with logo, bold title, red Play/My List buttons; content slides mimic browse grids, profile pickers, episode lists, and a progress-bar quiz screen",Heavy condensed bold sans titles; small UI-style labels; numbered content blocks,"Black #0A0A0A, brand red #E50914, white, per-slide accent blues/purples",Creative/playful pitch deck or marketing case-study presentation using a recognizable streaming-UI format,Full-page black background rect; red rounded CTA buttons via canvas.roundRect; UI-card grid via Table of Image+Paragraph cells; progress bar via a thin rect with partial-width fill proportional to a value,d390c9c31fd5d74b9dc0747a992241e4.jpg
122,Olive Serif Skincare Pitch Deck,Presentation,"pitch deck, skincare brand, olive khaki, serif small caps, product features, comparison table","16:9 slides on olive background: cover with bold two-line serif title + product photo, TOC as 2-col serif list, problem/solution split image+text slides, 3-card feature grid, 4-col competitive comparison table, closing split thank-you slide","Elegant small-caps serif display headlines, thin sans body, serif small-caps table headers","Olive/khaki #5C5A2E, cream #EDE7D9, dark brown-black #2A2410, muted gold #B08D3E",beauty/wellness/product pitch decks,Olive background via full-slide canvas.rect fill; small-caps serif via registered serif TTF with text.upper() styling; comparison table via Table/TableStyle with olive header row and cream body rows; 3-card feature grid via nested Table of Tables.,d240514f36b1fb37938ba46fdd09dde8.jpg
123,Orange-Navy Wave Business Slide Grid,Presentation,"pitch deck, business slides, wave divider, stat badge, investor presentation grid",16:9 slide grid; each slide uses an asymmetric wave/blob divider splitting a photo half from a color-block text half; dot/dash accent lines; circular stat badges overlapping the bottom-left edge,Bold all-caps sans headline ('BUSINESS'); light sans subtitle; small numbered/percentage stat callouts inside circle badges,"Coral/orange #F4623A, navy #16305C, cream/ivory #FDF3E7, white","Corporate/investor pitch deck PDF export, sales presentation","Wave divider via canvas bezier curve fill; circular stat badge via canvas.circle with centered bold number; two-color half-slide via split rects; one PageTemplate variant per slide type (photo-left, text-right, stat-heavy)",4abbaaf792a8702e537d57a19704b874.jpg
124,Pastel Cross-Grid Slides,Presentation,"google slides template, free deck, pastel pink, geometric crosshair rule lines, portrait photography","Title slide has thin black crosshair rule lines and an offset coral rectangle behind a serif headline; content slides repeat corner rule-lines with small coral tab accents, number badges, and portrait photos on a blush background.","Bold serif headline 34-44pt black, sans body 10pt black/gray, small tracked vertical sidebar label.","#F7DCD7 blush pink (background), #F2907C coral (accent block/badges), #111111 black (lines/text), #FFFFFF white (card fill)","personal/creative presentations, workshop decks, lightweight brand pitches","Landscape Frame with a repeating onPage callback drawing thin black canvas.line crosshairs at fixed corner coordinates; coral Rect offset behind headline Paragraph; number badges as small Table cells with coral BOX borders; Helvetica Neue Bold headline, Helvetica Neue Light body.",3d72cfe06caf541c01d22b2067c1b574.jpg
125,Presentation Genius Dark Dashboard Deck,Presentation,"product mockup, dark slide deck, infographic thumbnails, gold accent charts","Marketing mockup (glass block on concrete) showing 8 stacked 16:9 slide thumbnails in a 2x4 grid, each following the same template: icon or chart block top, 3-4 thin content rules below, consistent navy card frame; a script logotype overlays the stack.",Slide content uses small sans micro-labels only (illustrative at thumbnail scale); overlay logotype is a bold cursive script.,"#1C2733 navy slide background, #C68A4E copper/gold accent, #F2EFE9 off-white mockup backdrop","Investor/pitch deck template family, KPI dashboard slide sets, portfolio of infographic slide covers.","Reproduce the underlying slide (not the mockup) as a landscape Platypus page: dark navy background rect drawn in onPage, a gold-accented icon or Table-based bar/donut chart top-left, HRFlowable thin gold-tinted rules simulating the content lines, small-caps Paragraph labels beneath each rule.",f09e061158dc6299e355a1c06c5e2d07.jpg
126,Radial Icon Business Challenges Slide,Presentation,"process diagram, icon circles, business challenges, org-chart slide, colored badges","16:9 single slide: centered title, red rectangular header box, 5 vertical connector lines dropping to 5 distinct-colored circular icon badges, label + 2-line caption under each","Medium sans slide title, bold white caps label inside header box, bold sans icon captions, small gray caption text","Red #C0392B, orange #E67E22, teal #16A085, slate gray #34495E, brick red #A94442, white #FFFFFF",business-challenge/cause-and-effect presentation slides,Drawing with 5 evenly spaced Circle shapes (reportlab.graphics.shapes) each a distinct hex fill; connector Lines drawn in a loop from a central header Rect; icon glyphs as small Images centered in circles; captions in a 5-column Table beneath.,8b9a89df78dcc75f57bf858a0eb13fc5.jpg
127,Retro Checker Product-Launch Deck,Presentation,"product launch presentation, retro checkerboard pattern, milkshake pink olive, badge stamp, timeline ribbon","16:9 slides with checkerboard-pattern corner accents, rounded label pill top, large product photography, circular stamp/badge callout, ribbon-banner timeline strip.","Bold script accent headline mixed with sans, cream label pills, playful rounded sans body.","Magenta #E0387A, Olive Green #4B5A3A, Cream #F2E9D8, Orange #E8792E","Food/beverage product launch decks, playful consumer brand presentations",Checker pattern via alternating-color small-cell Table; circular stamp badge via Circle + straight (non-curved) label text; rounded-corner pill label rect; ribbon timeline via Polygon banner shapes.,cc0100e32c9d8c6973ed8331a40beff7.jpg
128,Split-Photo Ecourse Slide Deck,Presentation,"ecourse slides, keynote template, lesson badges, split layout, coaching deck","16:9 slides in a consistent split layout — half-width photo block, half-width white/black text block with bold slide title + bullet list; circular lesson-number badge top-left; 4 alternate cover options; module/resource slides use icon grid and pie chart","Bold sans slide titles, small sans bullet body, white-on-black numeral badges","Black #111111, white #FFFFFF, cool gray-lavender #A9AFC3, muted photography","online course/ecourse slide decks, coaching workbooks",50/50 split Frame per slide via PageTemplate; lesson badge as a Circle Drawing with centered white numeral; pie chart via reportlab.graphics.charts.piecharts.Pie; module-flow diagram via connected roundRect boxes with arrow Line connectors.,b90205413403dc141141a8b138c6b65a.jpg
129,Teal Hexagon Corporate Deck,Presentation,"free PPT template, teal geometric deck, hexagon photo crop, part divider slides, donut stats","Title slide with an angled dark-teal diagonal band, hexagon-cropped photo cluster and right-aligned wordmark; content slides run in a 3-column thumbnail grid mixing diagonal part-divider slides, icon/data slides (donut percentages, timelines, hex diagrams, bar-style mountain chart) and a closing thanks slide.","Bold caps title with a thin underline accent, small-caps 'Add title text' placeholder labels, teal/green accent dot bullet markers.","#0B3B4A dark teal, #1E8A96 medium teal, #8DC63F lime green accent, #FFFFFF white, #F0F0F0 light grey","Corporate/consulting presentation templates, quarterly business review decks",Custom widescreen pagesize (13.33in x 7.5in) per slide-page; diagonal band via a canvas polygon fill in the onPage callback; hexagon photo crop via a Polygon clip path or pre-cropped PNG; donut percentages via Pie charts with a centered percentage Paragraph; reuse one 'Part divider' PageTemplate for all four part-break slides.,e2b5c88a29bae3d63c8b69edb19925c4.jpg
130,Teal Split-Block Business Presentation,Presentation,"pitch deck, teal color block, alternating split layout, agenda numbering, icon bullet list, bar chart slide","Landscape 16:9 deck (title + 20+ content slides) built on a consistent split — a solid teal color-block on ~40% of the slide alternating left/right, paired with a white content zone for headlines, numbered agenda lists, icon bullets, team photo grids, step timelines, or a bar-chart data slide; a small tag pill marks each slide corner.",Clean geometric sans headlines (Montserrat/Poppins SemiBold) white-on-teal or dark-on-white; tracked sans eyebrow labels; light sans body copy.,"#1F5F52 to #0C332C teal gradient block, #FFFFFF content bg, #7FCBB5 mint accent chip, #1A1A1A text","Corporate/creative agency pitch decks, capability presentations, portfolio decks.",Landscape PageTemplate with two Frames (color-block Frame + content Frame); toggle which side is colored per page by filling a canvas.rect in onPage; render the numbered agenda as a Table with circular numeral cells (TableStyle ROUNDEDCORNERS + backColor); embed a simple VerticalBarChart Drawing for the data slide.,326c42dcaf8c2bb7c81a501325ef867f.jpg
131,Teal Stripe Startup Pitch Deck,Presentation,"startup pitch deck, Google Slides template, teal stripe pattern, pricing table, mockup device slides, Gantt schedule","16:9 slides with a consistent diagonal teal-stripe corner motif; mixed content types — team cards, 3-column pricing table, portfolio image grid, device mockups, map/data slide, Gantt schedule table.","Bold dark-navy sans headline, teal section subhead, gray sans body.","Teal #1B9E8F, White #FFFFFF, Dark Navy #1A2B3C, Orange accent #E8792E","Startup/VC pitch decks needing a broad slide-type library (pricing, team, roadmap, portfolio)",Diagonal stripe corner motif as a pre-rendered PNG tile placed per page via onPage callback; 3-column pricing Table with emphasized center column fill; Gantt schedule via TableStyle with colored spanning cells per period.,e931c1df9704999f31301cf81f890767.jpg
132,Timmerman HR Report Deck,Presentation,"HR report, performance management, black white photo banner, Canva template, corporate report","16:9 cover with a full-bleed photo band across the top two-thirds and a black title bar along the bottom third; inner slides alternate plain white panels framed by thin black rules with corner '+' crop marks, and marble-texture panels for text-only slides.",Bold condensed uppercase sans headlines (24-32pt) in black or white; small tracked-out uppercase eyebrow labels; regular sans body at 9-10pt.,"#111111 black, #FFFFFF white, #F2F0EC warm off-white/marble, #4A4A4A gray accent","HR/operations report presentations, internal performance reviews, company all-hands decks.","Landscape Platypus Frame with a top masked Image flowable for the photo band, thin 0.5pt black Table borders to recreate the frame motif, and corner '+' marks drawn as canvas.line pairs at fixed offsets inside an onPage() callback so they repeat automatically.",921200681dc69b279ff95fa110f13139.jpg
133,Verdant Slash Brand Guidelines Deck,Presentation,"brand guidelines, style guide, logo usage, color palette, typography spec, brand book","16:9 landscape brand-book grid; dark cover with a diagonal logo-mark watermark, inner pages split roughly 40/60 into a solid-color label block and a white content field, with dedicated spec pages for logo clearspace, color swatches with hex/RGB, type specimens, and mockups (business card, letterhead, t-shirt).",Bold geometric sans section titles (28-40pt) in lime green or black; primary/secondary typeface specimens shown as full ABCD alphabet grids; small mono/sans labels for hex codes.,"#63F069 lime green (brand primary), #001522 near-black navy (brand secondary), #FFFFFF white, with on-page hex/RGB swatch labels","Brand identity guideline decks, style-guide PDFs, agency brand-delivery packages.","Repeating two-column Platypus Frame (color block + white block) driven by one page-template function; the color-swatch page is a Table with per-cell TableStyle BACKGROUND colors and hex/RGB text overlaid via FONTSIZE/TEXTCOLOR; mockup illustrations (card, envelope, tee) are supplied as pre-rendered PNG Image flowables.",e6de0cc8ba563cfa61d36dc515c16c60.jpg
134,Violet Fluid Company Profile Deck,Presentation,"company profile PPT, purple gradient, fluid 3D blob, startup pitch, KPI badges",16:9 slide grid: consistent top nav with browser-dot icons; left-aligned bold headline + short body + small black KPI pill badges; right-side abstract 3D fluid purple blob graphic or device mockup; CEO/team slide with circular photo cluster,"Bold modern sans headline (32-40pt), thin sans body, small bold KPI numerals in black pill badges","Deep violet #4A2B8C, vivid purple #7B3FE4, lavender #C9A9F5, white #FFFFFF, black UI chrome #1A1A1A",startup/SaaS company-profile pitch decks,Landscape Frame per slide via PageTemplate; abstract blob via reportlab.graphics.shapes.Path with smoothed bezier curves and stacked translucent fills to fake gradient; KPI pill badges via roundRect + Paragraph; reusable slide-master function drawing nav bar/footer on every canvas.showPage.,694b2a6a70e2d995490104f37bd91c14.jpg
135,Warm Neutral Marketing Research Deck,Presentation,"marketing research presentation, espresso brown cream palette, minimal photography, KPI blocks, timeline slide",16:9 slides: split half-photo/half-color-block cover; rounded-corner cards throughout; alternating dark-brown and white slide backgrounds; dotted timeline slide; KPI cell blocks.,"Bold uppercase sans headline, small caps date/label pill, thin body sans.","Espresso Brown #2B211C, Cream #F5F0E8, Terracotta #B5622C, White #FFFFFF","Marketing/brand research presentations, agency portfolio decks with warm minimal aesthetic",Rounded-corner card Frame via roundRect background; split-cover Frame (50/50 photo+color); alternating page background colors per PageTemplate; dotted timeline via canvas.setDash + Circle markers.,c066b3df6f59b501e759885d81e0acdf.jpg
136,Black Pill-Badge Proposal,Proposal,"graphic design proposal, PandaDoc, black background, pill badge headline, color block sender/client cards","Full-bleed black cover with four oversized pill-shaped headline words stacked vertically over two side-by-side color-block sender/client cards; interior pages keep black bg with a white icon+heading top-left and content grids (team photo, portfolio, fee table).","Ultra-bold rounded sans 60-80pt inside pill badges, tracked small-caps labels 8pt, body sans 10pt white-on-black.","#0A0A0A black (background), #E7E4E0 off-white (pill fill), #C8A2F0 lavender (sender accent), #F0562E orange-red (client accent)","creative agency proposals, design service pitches, modern PandaDoc-style proposals","canvas full-page black background rect; pill headline words as a custom Flowable drawing canvas.roundRect behind Paragraph text; two-column Table with per-cell TableStyle BACKGROUND for the sender/client color blocks; fee table as a Table with white gridlines on black; Helvetica Neue Bold headline, Helvetica Neue labels.",5758c7cc0aa0c3621a21ec3f7eb24b55.jpg
137,Creativity Red Project Proposal,Proposal,"project proposal, agency proposal, red white grid, budget table, timeline, cost estimate","20-page A4 portrait proposal: cover uses a diagonal red corner-cut over a full-bleed photo, interior pages carry a consistent red header band or sidebar strip, content runs single- or two-column with red-outlined icon circles, and budget/cost pages use a red-header data Table.",Bold condensed sans headlines (18-24pt) in black or white on red with a thin red underline rule; 9pt sans body in dark gray; numbered red circle badges for process steps.,"#D0342C red (primary/brand), #2B2B2B charcoal, #F4F4F4 light gray, #FFFFFF white","Creative/marketing agency project proposals, RFP responses, client-facing scope-and-budget documents.",Master Platypus page template with a red sidebar Frame drawn via a canvas rect in onPage(); section headers pair Paragraph with HRFlowable(color=red); the budget table is a Table with header row BACKGROUND='#D0342C'/TEXTCOLOR=white and alternating row shading; numbered-step circles are built with canvas.circle plus centered Helvetica-Neue-Bold numerals.,a511fad6d81251179fe60bdf9a6fb92e.jpg
138,Hex-Pattern Yellow Proposal Brochure,Proposal,"bold yellow proposal, hexagon pattern, creative agency brochure, duotone photo, corporate deck cover","Portrait cover: yellow field with hex-dot texture top-right, two-line stacked display title bottom-left, contact footer. Inner spreads: unequal two-column (white text page + yellow photo page), 2x2 icon service cards, team headshot grid, pricing/budget table page.","Large bold condensed sans display title (mixed weight, 'Creative' light / 'Proposal' heavy), small tracked caps labels, plain sans body 9-10pt.","Yellow #F2B705, Black #1A1A1A, White #FFFFFF, Gray photo duotone #4D4D4D","Agency/creative service proposals, pitch decks needing a punchy brand-color cover","Two-column Frame per spread; Table (2x2, yellow fill cells, 0 padding) for service icon cards; hex-dot texture as a tiled PNG background via canvas.drawImage; HRFlowable thin rule under section headers; rounded-corner Image insets via PIL mask before placement.",013ea8e168d2e517ca98dcf112bcf430.jpg
139,Inara Modular-Block Proposal Booklet,Proposal,"InDesign proposal, geometric color-block grid, team bio grid, process timeline, minimal serif logotype","Portrait 24-page proposal booklet shown as cover and spreads; a modular grid of solid tan/grey/charcoal rectangles forms the background field, with interior spreads using 2- or 4-up columns, thin black hairline rules, small square photo crops, a circular headshot bio grid, and a numbered dot-and-line process timeline.",Bold modern serif/slab lowercase logotype ('inara'); thin tracked all-caps sans section labels; clean sans body copy; small-caps sans captions under headshots.,"#D9C7B8 tan block, #A6A6A6 grey block, #4D4D4D charcoal block, #FAF9F6 page bg, #1A1A1A text/rules","Design/creative-studio proposals, agency capability decks, client pitch booklets.","BaseDocTemplate with multiple named PageTemplates (cover, bio-spread, timeline-spread) each drawing its own color-block Rects in onPage; HRFlowable(color=black, thickness=0.5) under headers; team grid as a borderless Table with circular-masked Image cells + Paragraph name/title; timeline as a Drawing flowable with a horizontal Line and evenly spaced Circle markers plus Paragraph labels.",588580806e8ce333450a08e64cbdf7a2.jpg
140,Indigo Gradient Business Proposal Deck,Proposal,"business proposal, pitch deck, gradient sidebar cover, staff bio grid, TOC category bands","Cover splits into a 1/3 gradient panel (title + 'Prepared for' meta) and 2/3 blank white panel; interior pages use numbered 01/02/03 icon-badge sections with photo cards, a 3-column staff bio grid, and a TOC with colored category header bands",Bold modern sans headline; medium-weight section subheads; small sans meta labels; numbered TOC list,"Indigo/blue gradient #2A3FD6 to #6E7FFF, white, near-black #101010, light grey #F4F5F7","Business/brand proposal, pitch or RFP document","Cover split via two Frames (1/3 gradient + 2/3 white) on one page, gradient via stepped rect fills; staff grid via 3-col Table with Image+Paragraph stacked per cell; TOC category bands as colored header rows in a Table",aa6f87c863e6f65f496611fe8b457b5c.jpg
141,Navy Lime Consulting Proposal,Proposal,"project proposal, navy lime accent, pricing cards, Gantt timeline, signature acceptance page","Cover: navy lower two-thirds + white upper third with lime accent tab and duotone photo block; interior: navy 'Hello Welcome' spread with circular exec photo, white TOC with leader-dot page numbers, 2-card pricing offer page, Gantt-style project timeline with lime progress bars, signature acceptance table","Bold modern sans title, lime accent underline rule, small sans body, bold numerals for pricing figures","Dark navy #1B3A4B, lime/chartreuse #A8D93C, white #FFFFFF, light gray body #F5F5F5",agency/consulting project proposals with pricing and timeline pages,Price cards via 2-col Table alternating navy/lime cell BACKGROUND; Gantt timeline via manual canvas.rect loops positioned per week; leader-dot TOC via Table with dotted TableStyle LINEBELOW; signature block via Table with underline rows (LINEBELOW).,d897448a99be638610e98099b4f22482.jpg
142,Retro Red Editorial Proposal Deck,Proposal,"design studio proposal, editorial pitch deck, condensed display type, roman numeral process steps, interior design capability deck",16:9 slides with oversized condensed display type bleeding off page edges; roman-numeral 3-step process cards with icon/photo; timeline strip of small thumbnail photos across the bottom; simple line-chart data slide; thin rule under section headers,"Heavy condensed slab/grotesque display (oversized, edge-cropped for impact); small sans body; roman numeral labels (I/II/III); uppercase tracked eyebrow tags","Brick red #B8322A, cream/ivory #F2E9D8, dark maroon #3A1410, warm interior photography","Design-studio project proposal, hospitality/interior-design capability deck","Oversized cropped-edge headline via manual canvas.drawString sized larger than the Frame (bypassing Platypus flow, letting text bleed past the frame boundary); 3-step cards via a 3-col Table with roman numeral + icon + caption; thumbnail timeline strip via a Table of small Images with tight padding",df6b8df0e668b1aa18c8f544dbd98b8d.jpg
143,Sage Green Agency Project Proposal,Proposal,"project proposal, agency template, sage green, budget table, QR contact, sidebar layout","Cover duotone green photo + bold 'Hello!' page; consistent interior 2-col spreads: narrow left sidebar (page number, logo, section label) + right content column with green horizontal dividers, numbered budget/timeline tables, circular team-photo cluster, QR contact block","Bold modern sans headline, green accent subheads, clean sans body with generous leading, small-caps section eyebrow labels","Sage/forest green #4F7A68, white #FFFFFF, charcoal #2B2B2B, light gray #F0F0F0","agency/freelance project proposals, statements of work",PageTemplate with fixed-width sidebar Frame + content Frame; HRFlowable(color=sage) as section divider; budget table via Table+TableStyle alternating row shading; QR via reportlab.graphics.barcode.qr.QrCodeWidget; circular team photos via clipping paths in a Table row.,99256735474fc5ab1f867a0f4733aa3d.jpg
144,Slate Blue Corporate Proposal Grid,Proposal,"business proposal, RFP response, numbered content blocks, TOC with leaders, corporate proposal deck","Cover with full-bleed photo + dark blue gradient overlay and bottom-left title/address block; interior white pages with thin top/bottom color bars, numbered 01/02/03 content sections pairing photo thumbnails with headings, TOC list with right-aligned page numbers",Bold sans-serif cover headline; medium-weight blue section headers; small sans body; numbered TOC list,"Deep navy/teal #0F4C5C to #1C6E82 gradient, white, light grey #F0F0F0, blue accent #2C7A96","Business/agency proposal PDF, RFP response document",Cover gradient-overlay via canvas.setFillAlpha over a photo Image; TOC via Table with TableStyle LINEBELOW dotted leader and right-aligned page-number column; top/bottom accent bars drawn in the onPage callback,6bb23a66a21eb0d53505f34823232f84.jpg
145,Slate Diagonal Proposal,Proposal,"business proposal deck, landscape brochure, team bio spread, diagonal color band, agency pitch","Landscape cover with a diagonal cream stripe crossing a slate-blue panel and a two-tone stacked headline; interior spreads use a 2-column grid pairing a duotone photo with bio/team-avatar blocks, and a closing index of 12 thumbnail section tiles mixing photo, chart and text panels.","Condensed bold display headline mixing white and mustard-orange weights, small-caps orange eyebrow label, light sans body for bios and captions.","#4E6E8E slate blue primary, #3E5875 dark slate, #F2A93B mustard/orange accent, #3A3A3A charcoal text, #F5F4F0 cream background","Agency proposals, RFP responses, consulting pitch decks",Landscape pagesize with a canvas-drawn diagonal polygon band on the cover PageTemplate; team grid as a 3-column TableStyle with circular photos via canvas clipping path; orange HRFlowable(1.5pt) under each section header; thumbnail index page built as a Table of scaled Image flowables in a 4x3 grid.,54b100591fb10fe46101f179534507b3.jpg
146,Swiss Minimal Red-Accent Proposal,Proposal,"minimalist proposal, swiss grid, red accent, plus icon, design agency quote, budget breakdown","Single-column portrait with generous margins, thin black top/bottom rule, red '+' bullet markers, red highlight block for client/date info in lower third. Spreads: two-column offer + numbered budget table.","Very large bold sans display 'Proposal' (~60-70pt), small caps address block top, compact 9pt body sans, bold price callouts.","White #FFFFFF, Black #111111, Red #E31E24, Light Gray #EDEDED","Design/branding studio proposals, minimalist consulting quotes",canvas.line for header/footer hairlines; Paragraph with red '+' glyph prefix for callouts; Table with red header row + gray/white price cells for budget breakdown; two-Frame layout for facing spreads.,0d6ec542a9bc6922b7920a0ef0e9380e.jpg
147,Blue Chemical-Industry Digital Report System,Report,"industry whitepaper, digital magazine PDF, data visualization pages, molecule cover graphic, ring chart","iPad-mockup cover with diagonal gradient + 3D molecule render; ~20-page interior grid combining TOC, pull-quote pages, full-bleed photo pages with caption bands, 2-col stat pages with bar charts, icon+text feature lists, donut/ring percentage charts, case-study callouts, and a closing CTA page",Clean grotesque sans throughout; bold section headlines ~28-32pt; large light pull-quotes; small caps eyebrows; extra-bold large data numerals,"Cobalt blue #2E5FD9 to pale blue #DCE8FB gradient, white, dark navy text #12233F","Industry/sector report, digital magazine PDF, data-heavy whitepaper","Build a reusable PageTemplate library (cover, TOC, quote, photo-caption, stat-bar, icon-list, ring-chart, CTA), each a function returning a Frame; bar/ring charts via reportlab.graphics.charts; consistent blue tint-rect backgrounds per onPage; photo caption band as semi-opaque rect over Image bottom edge",b9e34a44f660cead8ad71ee710fd46a7.png
148,Blue Chemical-Industry Digital Report System (alt crop),Report,"industry whitepaper, digital magazine PDF, data visualization pages, molecule cover graphic, ring chart, duplicate crop","Same design system as b9e34a44f660cead8ad71ee710fd46a7.png — iPad-mockup cover with diagonal gradient/molecule render plus the same ~20-page interior grid (TOC, pull-quotes, photo-caption pages, stat-bar pages, icon-list pages, ring charts, case-study, CTA), shown here at a slightly different crop/zoom",Clean grotesque sans; bold section headlines ~28-32pt; large light pull-quotes; small caps eyebrows; extra-bold data numerals,"Cobalt blue #2E5FD9 to pale blue #DCE8FB gradient, white, dark navy text #12233F","Industry/sector report, digital magazine PDF, data-heavy whitepaper","Identical build approach to b9e34a44f660cead8ad71ee710fd46a7.png — reusable PageTemplate library per page type, reportlab.graphics.charts for bar/ring data, tint-rect backgrounds per onPage",f0a300184f8d28e3286d1fc21fd5418a.jpg
149,Bold Yellow Corporate Handbook,Report,"HR handbook, employee policy document, bold yellow black, dot-leader table of contents, corporate brochure",Cover with diagonal yellow/white split; ToC page with dot-leader numbered list; content spreads pairing a text column with a full-bleed photo page and yellow pull-quote highlight blocks; team headshot grid page.,"Bold black sans headline, yellow highlight bar behind subheads, body sans with dot-leader ToC entries.","Golden Yellow #F2B705, Black #1A1A1A, White #FFFFFF, Gray #EDEDED","HR/employee handbooks, internal policy manuals, corporate onboarding docs",Diagonal split cover via Polygon clip; dot-leader ToC via Paragraph with TabStop leader='.'; yellow highlight rect drawn as underlay behind headings; Table grid for team headshots.,9734b1cfba087a66db98535722589551.jpg
150,Community Wellbeing Magazine Report,Report,"annual report, magazine spread, city report, data storytelling, editorial profile","Open-spread layout: chapter opener with a bold circled number over a full-bleed cityscape photo and orange color-block, paired with editorial profile spreads combining full-page portraits, horizontal bar-chart tables, and pull-quote sidebars.","Large bold condensed Helvetica Neue Bold numerals/headlines ~72pt, serif italic accent for names, 9-10pt sans body in narrow columns.","#E8541E burnt orange, #17284A navy, #F5A623 mustard highlight, #FFFFFF page, #2A9D9C teal accent",municipal/nonprofit annual reports and editorial-style social impact publications,Facing Frames on a landscape BaseDocTemplate to simulate a two-page spread; circled chapter number via canvas.circle plus centered text; HorizontalBarChart from reportlab.graphics.charts.barcharts styled in teal/mustard; HRFlowable rules under pull quotes.,e1f933f8a31c7636c9dd318586e80571.jpg
151,Diagonal-Stripe Corporate Annual Report Cover,Report,"annual report cover, bank report, diagonal stripes, bilingual corporate, building photography, diamond confetti","Portrait cover: bilingual logo lockup top, large year numeral mid-page, full-bleed building photo lower two-thirds sliced by white diagonal stripes, scattered diamond shapes for texture.","Serif for CJK characters, condensed sans for English name, oversized numeral for report year in accent red.","White #FFFFFF, Red #C8102E, Salmon-orange gradient #E8967A→#F2C4A0, Dark text #1A1A1A",Bank/financial institution annual or ESG reports needing formal bilingual cover,Diagonal white stripes via rotated Polygon clipping over a full-bleed Image; diamond accents via canvas.rotate(45)+rect; layered z-order with canvas save/restore; bilingual stacked Paragraph header block.,134efb12c558a0fccde0516cff0b93e2.jpg
152,Editorial Single-Column A4 Report,Report,"grid system documentation, single-column report, editorial layout, margin guides, pull quote","A4 portrait grid documentation showing margin/baseline guides beside the finished page: cover has a left-aligned stacked title (grey label, red subtitle, bold black title); body pages pair a narrow marginal-note column with one wide justified text column, footer carries the site URL and page number.","Three-tier hierarchy in a Helvetica-style geometric sans: small grey caps label, red regular/italic subtitle line, bold black title; single-column justified body copy with small marginal annotations.","#FFFFFF white ground, #000000 black text, #E8442C signal red accent, #E5E5E5 light grey placeholder blocks","Editorial/agency style guides, minimalist annual or research reports, grid-system documentation","BaseDocTemplate with two Frames per page — a slim left marginal Frame and a wide body Frame — mirroring the sidebar-note/body-column split; red run inside a Paragraph for the subtitle line; footer via canvas.drawString in an onPage callback for URL and page number; register Helvetica Neue TTF in Light/Regular/Bold, never core Helvetica.",36d0f64d9f07143b10a3d75590200e2a.jpg
